BEN_RES_DPT,sej_type,type_parcours,SSR_TYPE,nb
8,PTG,CSC + RHUMA,HC,1
8,PTH,CSC + RHUMA,,1
8,PTH,CSC + RHUMA,DOM,1
9,PTH,CSC + RHUMA,DOM,1
9,PTH,CSC + RHUMA,HC,1
10,PTG,CSC + RHUMA,DOM,1
10,PTH,CSC + RHUMA,HC,1
10,PTH,CSC + RHUMA,HC_HDJ,1
11,PTG,CSC + RHUMA,DOM,1
11,PTH,CSC + RHUMA,,1
12,PTG,CSC + RHUMA,DOM,1
12,PTG,CSC + RHUMA,HDJ,1
12,PTH,CSC + RHUMA,HC,1
13,PTH,CSC + RHUMA,HC_HDJ,1
15,PTH,CSC + RHUMA,HC,1
16,PTH,CSC + RHUMA,DOM,1
18,PTG,CSC + RHUMA,HDJ,1
19,PTH,CSC + RHUMA,HC,1
20,PTG,CSC + RHUMA,HC,1
20,PTH,CSC + RHUMA,,1
20,PTH,CSC + RHUMA,HC,1
21,PTH,CSC + RHUMA,HC,1
22,PTG,CSC + RHUMA,HC,1
23,PTG,CSC + RHUMA,DOM,1
23,PTH,CSC + RHUMA,DOM,1
24,PTG,CSC + RHUMA,HC,1
25,PTH,CSC + RHUMA,,1
25,PTH,CSC + RHUMA,HC,1
26,PTH,CSC + RHUMA,DOM,1
27,PTG,CSC + RHUMA,HC,1
29,PTH,CSC + RHUMA,HDJ,1
30,PTH,CSC + RHUMA,,1
30,PTH,CSC + RHUMA,HDJ,1
32,PTG,CSC + RHUMA,HC,1
33,PTG,CSC + RHUMA,,1
34,PTG,CSC + RHUMA,HC_HDJ,1
34,PTG,CSC + RHUMA,HDJ,1
34,PTH,CSC + RHUMA,HDJ,1
35,PTH,CSC + RHUMA,,1
35,PTH,CSC + RHUMA,HC,1
36,PTG,CSC + RHUMA,,1
36,PTH,CSC + RHUMA,DOM,1
37,PTG,CSC + RHUMA,HC,1
37,PTH,CSC + RHUMA,,1
38,PTG,CSC + RHUMA,,1
38,PTH,CSC + RHUMA,,1
39,PTG,CSC + RHUMA,DOM,1
39,PTG,CSC + RHUMA,HC,1
40,PTH,CSC + RHUMA,,1
41,PTG,CSC + RHUMA,,1
41,PTG,CSC + RHUMA,HC,1
42,PTG,CSC + RHUMA,DOM,1
42,PTG,CSC + RHUMA,HC,1
42,PTG,CSC + RHUMA,HC_HDJ,1
43,PTH,CSC + RHUMA,DOM,1
45,PTG,CSC + RHUMA,HDJ,1
47,PTH,CSC + RHUMA,DOM,1
49,PTG,CSC + RHUMA,HC,1
50,PTG,CSC + RHUMA,HC,1
51,PTG,CSC + RHUMA,,1
52,PTH,CSC + RHUMA,,1
52,PTH,CSC + RHUMA,DOM,1
53,PTG,CSC + RHUMA,DOM,1
53,PTG,CSC + RHUMA,HC,1
54,PTG,CSC + RHUMA,HC,1
55,PTG,CSC + RHUMA,HC,1
55,PTH,CSC + RHUMA,DOM,1
57,PTH,CSC + RHUMA,HC,1
58,PTG,CSC + RHUMA,HC,1
59,PTG,CSC + RHUMA,HC_HDJ,1
61,PTG,CSC + RHUMA,DOM,1
61,PTG,CSC + RHUMA,HC,1
61,PTG,CSC + RHUMA,HDJ,1
64,PTH,CSC + RHUMA,,1
65,PTG,CSC + RHUMA,,1
68,PTG,CSC + RHUMA,,1
68,PTH,CSC + RHUMA,HDJ,1
69,PTG,CSC + RHUMA,HC_HDJ,1
69,PTH,CSC + RHUMA,,1
70,PTH,CSC + RHUMA,DOM,1
71,PTG,CSC + RHUMA,DOM,1
72,PTG,CSC + RHUMA,DOM,1
72,PTG,CSC + RHUMA,HC,1
72,PTH,CSC + RHUMA,HC,1
73,PTG,CSC + RHUMA,HC_HDJ,1
73,PTH,CSC + RHUMA,HC,1
74,PTG,CSC + RHUMA,HC_HDJ,1
74,PTG,CSC + RHUMA,HDJ,1
74,PTH,CSC + RHUMA,,1
74,PTH,CSC + RHUMA,HC,1
75,PTG,CSC + RHUMA,HC_HDJ,1
75,PTH,CSC + RHUMA,,1
75,PTH,CSC + RHUMA,HC_HDJ,1
76,PTG,CSC + RHUMA,HDJ,1
77,PTG,CSC + RHUMA,HC_HDJ,1
78,PTH,CSC + RHUMA,HC_HDJ,1
79,PTH,CSC + RHUMA,DOM,1
80,PTG,CSC + RHUMA,,1
80,PTG,CSC + RHUMA,DOM,1
80,PTH,CSC + RHUMA,HC,1
81,PTG,CSC + RHUMA,,1
82,PTG,CSC + RHUMA,DOM,1
82,PTH,CSC + RHUMA,HC,1
83,PTH,CSC + RHUMA,,1
83,PTH,CSC + RHUMA,HDJ,1
84,PTG,CSC + RHUMA,,1
85,PTH,CSC + RHUMA,HC,1
86,PTG,CSC + RHUMA,HC,1
86,PTH,CSC + RHUMA,,1
86,PTH,CSC + RHUMA,DOM,1
87,PTG,CSC + RHUMA,,1
87,PTG,CSC + RHUMA,HC,1
87,PTH,CSC + RHUMA,,1
89,PTG,CSC + RHUMA,DOM,1
89,PTH,CSC + RHUMA,HC,1
90,PTH,CSC + RHUMA,HC,1
91,PTH,CSC + RHUMA,HDJ,1
93,PTG,CSC + RHUMA,HDJ,1
93,PTH,CSC + RHUMA,HC_HDJ,1
94,PTG,CSC + RHUMA,HC_HDJ,1
94,PTG,CSC + RHUMA,HDJ,1
97,PTG,CSC + RHUMA,,1
97,PTG,CSC + RHUMA,DOM,1
209,PTH,CSC + RHUMA,HC,1
76,PTH,CSC + RHUMA + URO,DOM,3
13,PTG,CSC + RHUMA + URO,HC,2
13,PTH,CSC + RHUMA + URO,DOM,2
31,PTH,CSC + RHUMA + URO,DOM,2
33,PTG,CSC + RHUMA + URO,DOM,2
33,PTH,CSC + RHUMA + URO,DOM,2
59,PTH,CSC + RHUMA + URO,DOM,2
69,PTG,CSC + RHUMA + URO,DOM,2
75,PTH,CSC + RHUMA + URO,DOM,2
81,PTH,CSC + RHUMA + URO,DOM,2
91,PTG,CSC + RHUMA + URO,DOM,2
93,PTH,CSC + RHUMA + URO,DOM,2
1,PTG,CSC + RHUMA + URO,HC,1
2,PTG,CSC + RHUMA + URO,DOM,1
6,PTH,CSC + RHUMA + URO,HC,1
7,PTH,CSC + RHUMA + URO,DOM,1
9,PTG,CSC + RHUMA + URO,HC,1
11,PTG,CSC + RHUMA + URO,DOM,1
13,PTH,CSC + RHUMA + URO,HC,1
14,PTH,CSC + RHUMA + URO,HC,1
17,PTG,CSC + RHUMA + URO,HDJ,1
17,PTH,CSC + RHUMA + URO,DOM,1
22,PTG,CSC + RHUMA + URO,DOM,1
22,PTG,CSC + RHUMA + URO,HC,1
23,PTG,CSC + RHUMA + URO,HC,1
25,PTG,CSC + RHUMA + URO,HC,1
25,PTH,CSC + RHUMA + URO,HC,1
28,PTG,CSC + RHUMA + URO,DOM,1
28,PTH,CSC + RHUMA + URO,HC,1
29,PTG,CSC + RHUMA + URO,DOM,1
29,PTH,CSC + RHUMA + URO,HC,1
30,PTG,CSC + RHUMA + URO,HC,1
30,PTH,CSC + RHUMA + URO,HC,1
31,PTG,CSC + RHUMA + URO,HC,1
33,PTH,CSC + RHUMA + URO,HC,1
34,PTG,CSC + RHUMA + URO,,1
34,PTG,CSC + RHUMA + URO,DOM,1
36,PTG,CSC + RHUMA + URO,DOM,1
36,PTH,CSC + RHUMA + URO,DOM,1
38,PTG,CSC + RHUMA + URO,HC,1
38,PTH,CSC + RHUMA + URO,DOM,1
40,PTG,CSC + RHUMA + URO,DOM,1
40,PTG,CSC + RHUMA + URO,HC,1
40,PTH,CSC + RHUMA + URO,DOM,1
44,PTG,CSC + RHUMA + URO,DOM,1
44,PTH,CSC + RHUMA + URO,DOM,1
56,PTH,CSC + RHUMA + URO,DOM,1
59,PTG,CSC + RHUMA + URO,HC,1
59,PTG,CSC + RHUMA + URO,HDJ,1
60,PTH,CSC + RHUMA + URO,DOM,1
62,PTG,CSC + RHUMA + URO,DOM,1
62,PTH,CSC + RHUMA + URO,HC,1
64,PTG,CSC + RHUMA + URO,DOM,1
64,PTH,CSC + RHUMA + URO,DOM,1
67,PTG,CSC + RHUMA + URO,HC,1
68,PTG,CSC + RHUMA + URO,DOM,1
68,PTG,CSC + RHUMA + URO,HC,1
68,PTH,CSC + RHUMA + URO,HDJ,1
69,PTG,CSC + RHUMA + URO,HC,1
73,PTH,CSC + RHUMA + URO,DOM,1
73,PTH,CSC + RHUMA + URO,HC,1
75,PTG,CSC + RHUMA + URO,HC,1
75,PTH,CSC + RHUMA + URO,HC,1
76,PTG,CSC + RHUMA + URO,DOM,1
77,PTG,CSC + RHUMA + URO,DOM,1
77,PTG,CSC + RHUMA + URO,HDJ,1
77,PTH,CSC + RHUMA + URO,DOM,1
83,PTG,CSC + RHUMA + URO,HC,1
83,PTH,CSC + RHUMA + URO,DOM,1
91,PTG,CSC + RHUMA + URO,HC,1
92,PTH,CSC + RHUMA + URO,DOM,1
93,PTG,CSC + RHUMA + URO,,1
93,PTG,CSC + RHUMA + URO,HC,1
94,PTG,CSC + RHUMA + URO,HC,1
94,PTH,CSC + RHUMA + URO,DOM,1
33,PTH,CSC + URO,DOM,11
59,PTH,CSC + URO,DOM,10
56,PTH,CSC + URO,DOM,8
75,PTH,CSC + URO,DOM,6
83,PTH,CSC + URO,DOM,6
17,PTG,CSC + URO,DOM,5
31,PTH,CSC + URO,DOM,5
59,PTH,CSC + URO,HC,5
60,PTH,CSC + URO,DOM,5
64,PTH,CSC + URO,DOM,5
93,PTH,CSC + URO,DOM,5
6,PTH,CSC + URO,DOM,4
13,PTG,CSC + URO,DOM,4
40,PTG,CSC + URO,DOM,4
59,PTG,CSC + URO,HC,4
66,PTG,CSC + URO,DOM,4
76,PTG,CSC + URO,DOM,4
78,PTG,CSC + URO,DOM,4
78,PTG,CSC + URO,HC,4
1,PTG,CSC + URO,HC,3
6,PTG,CSC + URO,DOM,3
22,PTH,CSC + URO,DOM,3
24,PTH,CSC + URO,DOM,3
29,PTG,CSC + URO,DOM,3
30,PTG,CSC + URO,DOM,3
31,PTG,CSC + URO,DOM,3
43,PTH,CSC + URO,DOM,3
45,PTG,CSC + URO,HC,3
46,PTG,CSC + URO,DOM,3
68,PTG,CSC + URO,DOM,3
78,PTH,CSC + URO,DOM,3
83,PTH,CSC + URO,HC,3
91,PTH,CSC + URO,HC,3
94,PTH,CSC + URO,DOM,3
6,PTG,CSC + URO,HC,2
7,PTG,CSC + URO,HC,2
14,PTH,CSC + URO,DOM,2
16,PTH,CSC + URO,DOM,2
17,PTH,CSC + URO,DOM,2
20,PTH,CSC + URO,,2
20,PTH,CSC + URO,DOM,2
22,PTG,CSC + URO,DOM,2
24,PTH,CSC + URO,HC,2
26,PTG,CSC + URO,HC,2
28,PTH,CSC + URO,DOM,2
30,PTH,CSC + URO,DOM,2
33,PTG,CSC + URO,DOM,2
34,PTG,CSC + URO,DOM,2
37,PTH,CSC + URO,DOM,2
38,PTG,CSC + URO,DOM,2
38,PTH,CSC + URO,DOM,2
40,PTH,CSC + URO,DOM,2
42,PTG,CSC + URO,HC,2
42,PTH,CSC + URO,HC,2
44,PTH,CSC + URO,DOM,2
45,PTH,CSC + URO,DOM,2
50,PTH,CSC + URO,DOM,2
55,PTG,CSC + URO,DOM,2
57,PTG,CSC + URO,DOM,2
57,PTH,CSC + URO,DOM,2
62,PTH,CSC + URO,DOM,2
64,PTG,CSC + URO,HC,2
68,PTG,CSC + URO,HC,2
70,PTG,CSC + URO,DOM,2
71,PTH,CSC + URO,DOM,2
74,PTG,CSC + URO,DOM,2
74,PTH,CSC + URO,DOM,2
76,PTH,CSC + URO,DOM,2
77,PTH,CSC + URO,DOM,2
79,PTH,CSC + URO,DOM,2
80,PTG,CSC + URO,DOM,2
80,PTH,CSC + URO,DOM,2
81,PTH,CSC + URO,DOM,2
83,PTG,CSC + URO,HC,2
86,PTG,CSC + URO,DOM,2
86,PTH,CSC + URO,DOM,2
89,PTG,CSC + URO,HC,2
91,PTG,CSC + URO,HC,2
92,PTG,CSC + URO,DOM,2
92,PTG,CSC + URO,HC,2
92,PTH,CSC + URO,DOM,2
93,PTG,CSC + URO,DOM,2
93,PTG,CSC + URO,HC,2
